year	2008
imdb score	7.1
meta score	64
genre	Action
genre	Comedy
genre	Crime
keyword	murder
keyword	witness
keyword	on the run
keyword	drug lord
keyword	stoner
keyword	marijuana
keyword	process server
keyword	police
keyword	roach
keyword	drugs
keyword	paranoia
keyword	reference to pandora
keyword	bromance
keyword	male to female foot in crotch
keyword	warehouse
keyword	stabbed in the back
keyword	anger
keyword	car trouble
keyword	woods
keyword	man on fire
keyword	cult film
keyword	african american
keyword	running into a tree
keyword	trifecta
keyword	face slap
keyword	death of brother
keyword	elderly people
keyword	painting toenails
keyword	car theft
keyword	shot to death
keyword	weightlifting
keyword	head wound
keyword	heart shaped charm
keyword	diving suit
keyword	ear shot off
keyword	fistfight
keyword	bare chested male
keyword	shot from a car
keyword	talk show host
keyword	satellite radio
keyword	police car
keyword	wheelchair
keyword	pedicure
keyword	muggle
keyword	reference to jeff goldblum
keyword	multiple time frames
keyword	kiss
keyword	held at gunpoint
keyword	revolver
keyword	costume
keyword	blood spatter
keyword	engine trouble
keyword	rifle
keyword	explosion
keyword	driving through a wall
keyword	cat box
keyword	surveillance
keyword	intercom
keyword	underwear
keyword	gunshot
keyword	flashback
keyword	foot punched through a windshield
keyword	marijuana joint
keyword	wristwatch
keyword	pot smoking
keyword	hippie
keyword	lollipop
keyword	thrown through a wall
keyword	driving while stoned
keyword	exploding car
keyword	hostage
keyword	cia agent
keyword	miracle
keyword	headband
keyword	shot in the side
keyword	witness to murder
keyword	burnt body
keyword	laziness
keyword	van
keyword	cake
keyword	toilet
keyword	reference to el nino
keyword	mace spray
keyword	classmate
keyword	older man young girl relationship
keyword	tied to a chair
keyword	blood
keyword	sense of smell
keyword	radio
keyword	police car siren
keyword	birthday
keyword	dancing
keyword	reckless driving
keyword	falling down a hill
keyword	shot through the floor
keyword	ashtray
keyword	drinking
keyword	kicking
keyword	hit on the head with a fire extinguisher
keyword	shot in the shoulder
keyword	pursuit
keyword	teen smoking
keyword	munchies
keyword	corrupt cop
keyword	cult film
keyword	foot blown off
keyword	shot in the chin
keyword	vomit
keyword	subtitled scene
keyword	hitchhiking
keyword	ninja
keyword	shooting
keyword	watching tv
keyword	old people's home
keyword	suitcase containing explosives
keyword	split screen
keyword	black and white scene
keyword	retirement home
keyword	dinner
keyword	reefer
keyword	reference to el dorado
keyword	crime boss
keyword	deodorant
keyword	fleeing
keyword	jew
keyword	dragon
keyword	bong
keyword	dominoes
keyword	partner
keyword	fire extinguisher
keyword	massacre
keyword	drug humor
keyword	duct tape
keyword	suitcase
keyword	disguise
keyword	cult film
keyword	shootout
keyword	shotgun
keyword	beer
keyword	feeding someone
keyword	breaking up with girlfriend
keyword	cactus
keyword	male underwear
keyword	hit and run
keyword	kidnapping
keyword	phone booth
keyword	field
keyword	drug use
keyword	car accident
keyword	exploding warehouse
keyword	title appears in song
keyword	falling from height
keyword	flash forward
keyword	father daughter relationship
keyword	head butt
keyword	liar
keyword	cell phone
keyword	father son relationship
keyword	drink
keyword	glass pipe
keyword	wish bone
keyword	car chase
keyword	forest
keyword	reference to pandora's box
keyword	new beginning
keyword	eye patch
keyword	running
keyword	friendship
keyword	dead body
keyword	man in underwear
keyword	subpoena
keyword	title in song
keyword	f word
keyword	fear
keyword	violence
keyword	buddhism
keyword	toy
keyword	karma
keyword	deception
keyword	corruption
keyword	teacher
keyword	drug dealing
keyword	buddy
keyword	printer
keyword	surveillance truck
keyword	friends falling out
keyword	shot in the leg
keyword	exploding building
keyword	drug dealer
keyword	reference to evander holyfield
keyword	male with long hair
keyword	teenager
keyword	obscene finger gesture
keyword	breaking through a door
keyword	gun
keyword	love
keyword	cat
keyword	bleeding from one's ear
keyword	falling down a shaft
keyword	chase
keyword	shot in the ear
keyword	murder of a policewoman
keyword	flashlight
keyword	punched in the face
keyword	mute
keyword	stoned
keyword	asian
keyword	fruit in title
keyword	pot head
keyword	smashing a cell phone
keyword	underage smoking
keyword	bloody nose
keyword	ear
keyword	male bonding
keyword	jumping over each other
keyword	garbage can
keyword	photograph
keyword	flask
keyword	black eye
keyword	operating room
keyword	best friend
keyword	endo
keyword	sleeping in a car
keyword	butt slap
keyword	crushed to death
keyword	leapfrog
keyword	kicked in the face
keyword	exercise ball
keyword	laboratory
keyword	hit by a car
keyword	hand job
keyword	punched in the crotch
keyword	herpes
keyword	teenage girl
keyword	black comedy
keyword	fight
keyword	plant
keyword	year 1937
keyword	motel
keyword	shot in the arm
keyword	brother brother relationship
keyword	montage
keyword	husband wife relationship
keyword	beer can
keyword	shot in the chest
keyword	grandmother grandson relationship
keyword	jumping from height
keyword	cigarette lighter
keyword	tears
keyword	mother daughter relationship
keyword	arrest
keyword	bench
keyword	money
keyword	virginity
keyword	burnt face
keyword	high school student
keyword	restaurant
keyword	caterpillar
keyword	drug addict
keyword	rolling car
keyword	maxi pad
keyword	bomb
keyword	euthanasia
keyword	neck brace
keyword	drug trip
keyword	hit with a rock
keyword	betrayal
keyword	jumping through a window
keyword	coughing
keyword	dead car battery
keyword	hidden gun
keyword	prologue
keyword	birthday cake
keyword	telephone call
keyword	weapon
keyword	jealousy
keyword	knife
keyword	1930s
keyword	black humor
keyword	teenager
keyword	internet
keyword	father disapproves of boyfriend
keyword	sex talk
keyword	cannabis
keyword	shorts
keyword	gangster
keyword	boyfriend girlfriend relationship
keyword	talk radio
keyword	dancer
keyword	hospital
keyword	bathroom
keyword	shot in the foot
keyword	old woman
keyword	policeman
keyword	stabbing
keyword	vacuum cleaner
keyword	police chase
keyword	engineer
keyword	mobile phone
keyword	split lip
keyword	lie
keyword	handcuffs
keyword	radio call in show
keyword	murder of brother
keyword	seed
keyword	ex cia agent
keyword	marijuana pipe
keyword	death
keyword	teen drug use
keyword	doctor
keyword	friend
keyword	tied up
keyword	accidental shooting
keyword	teenage boy
keyword	crushed by a car
keyword	kicked in the crotch
keyword	shot in the stomach
keyword	fire
keyword	pistol
keyword	fork
keyword	fast motion scene
keyword	hiding
keyword	machine gun
keyword	car flying through the air
keyword	breaking down a door
keyword	shot in the head
keyword	erection
keyword	sex scene
keyword	car crash
keyword	beating
keyword	vagina
keyword	blow job gesture
keyword	shared arm pits
keyword	cigarette butt
keyword	anti hero
keyword	reference to jude law
keyword	dumpster
keyword	family dinner
keyword	hermit crab
keyword	henchman
keyword	pay phone
keyword	exploding bus
keyword	hiding in a dumpster
keyword	stabbed with a fork
keyword	murder of a police officer
keyword	ganja
keyword	barn
keyword	drug pusher
keyword	drug war
keyword	slow motion scene
keyword	banana
keyword	escape
keyword	policewoman
keyword	crying
keyword	black american
keyword	casino
keyword	military
keyword	pants on fire
keyword	motel room
keyword	hunger
keyword	civil engineer
keyword	corpse
keyword	male hug
keyword	high school
keyword	death of son
keyword	title spoken by character
keyword	actor shares first name with character
keyword	
cast	Seth Rogen	Dale Denton
cast	James Franco	Saul Silver
cast	Danny McBride	Red
cast	Kevin Corrigan	Budlofsky
cast	Craig Robinson	Matheson
cast	Gary Cole	Ted Jones
cast	Rosie Perez	Carol / Female Cop
cast	Ed Begley Jr.	Robert
cast	Nora Dunn	Shannon
cast	Amber Heard	Angie Anderson
cast	Joe Lo Truglio	Mr. Edwards
cast	Arthur Napiontek	Clark
cast	Cleo King	Police Liaison Officer
cast	Bill Hader	Private Miller
cast	James Remar	General Bratt
cast	Jonathan Spencer	Scientist
cast	Dana Lee	Cheung
cast	Bobby Lee	Bobby
cast	Ken Jeong	Ken
cast	David C. Cook	Chris Gebert
cast	Howard S. Lefstein	Mark
cast	Connie Sawyer	Faye Belogus
cast	David McDivitt	Cop with Mole
cast	Mae LaBorde	Mrs. Mendelson
cast	Kendall Carly Browne	Old Woman
cast	George Lew	Old Man
cast	John Robert Tramutola	Walt
cast	Adam Crosby	Ack
cast	Andrew Heald	Blake
cast	Jeannetta Arnette	Sandra Danby
cast	Carlos Aleman	Guy in Car
cast	Omar Leyva	Guy in Car #2
cast	Sam Carson	Xerox Secretary
cast	Jack Kehler	Walter - Accountant
cast	Robert Longstreet	Dr. Terrence
cast	Peter Lewis	Peter - Thug #1
cast	Steve Bannos	Jared - Thug #2
cast	Eddie Rouse	Lance - Thug #5
cast	Mark Whigham	Thug #3
cast	Brian Scannell	Thug #4
cast	Ricky Dominguez	School Guy #1
cast	Gabe Fiscale	Tennis Pro
cast	Brandon G. Holley	High School Student
cast	Jourdan Lee	Assassin #1
cast	Nathan Mussell	Paramedic
cast	Jordan Pontell	Scientist
cast	Shawn Roe	Clark's Friend
cast	Jill Sayre	
cast	Sheila Shaw	Waitress
cast	George F. Watson	Gov't Scientist B.O.N.G. Inventor / Diving Suit Attendant
